2004-01-26,1.2578,1.2608,1.2456,1.2468
2004-01-27,1.2468,1.2658,1.2439,1.2641
2004-01-28,1.2641,1.2642,1.2414,1.2429
2004-01-29,1.2429,1.2525,1.2363,1.2406
2004-01-30,1.2406,1.2486,1.2349,1.2464
2004-02-02,1.2481,1.2484,1.2391,1.2438
2004-02-03,1.2441,1.2595,1.2417,1.2541
2004-02-04,1.2542,1.2563,1.2498,1.2537
2004-02-05,1.2534,1.2635,1.2517,1.2553
2004-02-06,1.2555,1.2721,1.2513,1.2705
2004-02-09,1.2623,1.2761,1.2607,1.2694
2004-02-10,1.2693,1.2787,1.2666,1.2681
2004-02-11,1.2682,1.2843,1.2649,1.2843
2004-02-12,1.2842,1.2844,1.2787,1.2812
2004-02-13,1.2816,1.2891,1.2715,1.2731
2004-02-16,1.2727,1.2787,1.2716,1.2765
2004-02-17,1.2764,1.2875,1.2757,1.2853
2004-02-18,1.2855,1.2923,1.2661,1.2706
2004-02-19,1.2707,1.2737,1.2645,1.2733
2004-02-20,1.2736,1.2767,1.2495,1.2538
2004-02-23,1.2518,1.2593,1.2451,1.2574
2004-02-24,1.2575,1.271,1.2523,1.268
2004-02-25,1.2678,1.2706,1.2476,1.2492
2004-02-26,1.2488,1.2514,1.2384,1.2438
2004-02-27,1.2437,1.2503,1.2372,1.2489
2004-03-01,1.248,1.2537,1.2425,1.246
2004-03-02,1.2458,1.246,1.2194,1.2212
2004-03-03,1.2212,1.2216,1.2062,1.2191
2004-03-04,1.2192,1.2238,1.2137,1.219
2004-03-05,1.2187,1.243,1.2176,1.2359
2004-03-08,1.2364,1.2409,1.2339,1.2395
2004-03-09,1.2396,1.2455,1.2276,1.2311
2004-03-10,1.2309,1.233,1.2196,1.2221
2004-03-11,1.2221,1.2377,1.2167,1.2341
2004-03-12,1.2343,1.2357,1.2173,1.2221
2004-03-15,1.2208,1.2314,1.2199,1.2262
2004-03-16,1.226,1.237,1.2233,1.2269
2004-03-17,1.2267,1.2287,1.2177,1.2226
2004-03-18,1.2229,1.2433,1.222,1.2386
2004-03-19,1.2386,1.2407,1.2259,1.2277
2004-03-22,1.2273,1.2399,1.2221,1.2345
2004-03-23,1.234,1.2367,1.2267,1.2346
2004-03-24,1.235,1.2365,1.2109,1.2119
2004-03-25,1.2117,1.2198,1.2098,1.2114
2004-03-26,1.2119,1.2206,1.2082,1.2119
2004-03-29,1.2115,1.2167,1.2052,1.2157
2004-03-30,1.2157,1.2224,1.2149,1.2168
2004-03-31,1.2167,1.2319,1.2167,1.2314
2004-04-01,1.2315,1.2384,1.2252,1.2362
2004-04-02,1.2363,1.2371,1.2102,1.2132
2004-04-05,1.2105,1.2125,1.1983,1.1999
2004-04-06,1.2,1.2141,1.1979,1.2136
2004-04-07,1.2137,1.2193,1.2051,1.2168
2004-04-08,1.217,1.2213,1.2059,1.2081
2004-04-09,1.2082,1.2112,1.2061,1.2088
2004-04-12,1.2086,1.2091,1.2052,1.208
2004-04-13,1.2077,1.2082,1.1906,1.1936
2004-04-14,1.1932,1.1973,1.1873,1.1954
2004-04-15,1.1954,1.1989,1.1889,1.1976
2004-04-16,1.1975,1.2044,1.1924,1.1997
2004-04-19,1.2014,1.2076,1.2001,1.2001
2004-04-20,1.2004,1.2008,1.1842,1.1847
2004-04-21,1.1847,1.1908,1.1817,1.1832
2004-04-22,1.1833,1.1913,1.1785,1.1905
2004-04-23,1.1908,1.1942,1.1796,1.1846
2004-04-26,1.1802,1.1883,1.1759,1.1859
2004-04-27,1.1859,1.1943,1.1831,1.192
2004-04-28,1.1924,1.1943,1.182,1.1846
2004-04-29,1.1846,1.1984,1.1803,1.1963
2004-04-30,1.1961,1.2007,1.1919,1.1983
2004-05-03,1.1991,1.2003,1.192,1.1938
2004-05-04,1.1939,1.2114,1.1925,1.2102
2004-05-05,1.2106,1.2179,1.2095,1.2157
2004-05-06,1.2159,1.2173,1.2063,1.2072
2004-05-07,1.2069,1.2126,1.1874,1.1891
2004-05-10,1.1878,1.1896,1.1811,1.1827
2004-05-11,1.1824,1.1888,1.1789,1.1863
2004-05-12,1.1862,1.1941,1.1833,1.1898
2004-05-13,1.1903,1.193,1.1777,1.1806
2004-05-14,1.1806,1.1899,1.178,1.1888
2004-05-17,1.1887,1.2059,1.1878,1.2019
2004-05-18,1.2021,1.2037,1.1929,1.195
2004-05-19,1.1952,1.2042,1.1936,1.2019
2004-05-20,1.2019,1.2019,1.1893,1.1961
2004-05-21,1.1964,1.2067,1.1951,1.1981
2004-05-24,1.1987,1.2024,1.1934,1.2006
2004-05-25,1.2005,1.2125,1.1982,1.2099
2004-05-26,1.2099,1.2144,1.208,1.2115
2004-05-27,1.2115,1.2287,1.2084,1.2266
2004-05-28,1.2271,1.2296,1.2202,1.2222
2004-05-31,1.2238,1.2244,1.2177,1.2194
2004-06-01,1.2191,1.2265,1.2154,1.2237
2004-06-02,1.224,1.2304,1.2203,1.2204
2004-06-03,1.2207,1.2251,1.2167,1.2216
2004-06-04,1.2217,1.2315,1.2135,1.2284
2004-06-07,1.2295,1.2338,1.229,1.2322
2004-06-08,1.2317,1.2349,1.2246,1.2257
2004-06-09,1.2257,1.2275,1.2021,1.2032
2004-06-10,1.2025,1.2115,1.2023,1.2112
2004-06-11,1.2112,1.2112,1.1965,1.2007
2004-06-14,1.1971,1.2085,1.1952,1.2054
2004-06-15,1.2055,1.2168,1.2027,1.216
2004-06-16,1.2159,1.2166,1.198,1.2006
2004-06-17,1.2005,1.2075,1.1991,1.2044
2004-06-18,1.2043,1.2145,1.1973,1.2131
2004-06-21,1.2142,1.2142,1.2075,1.2109
2004-06-22,1.2111,1.213,1.2065,1.2115
2004-06-23,1.2116,1.2188,1.2064,1.209
2004-06-24,1.2089,1.2185,1.2039,1.2181
2004-06-25,1.2177,1.2188,1.2106,1.2174
2004-06-28,1.2177,1.2227,1.2121,1.2183
2004-06-29,1.2183,1.2189,1.2068,1.208
2004-06-30,1.2078,1.2202,1.2065,1.2183
2004-07-01,1.2184,1.2207,1.2132,1.2153
2004-07-02,1.2155,1.2326,1.2144,1.2315
2004-07-05,1.2327,1.2332,1.2269,1.2283
2004-07-06,1.2283,1.2328,1.2263,1.2286
2004-07-07,1.2285,1.2387,1.2273,1.2364
2004-07-08,1.2366,1.2404,1.2339,1.2391
2004-07-09,1.239,1.2422,1.2369,1.2412
2004-07-12,1.241,1.2435,1.2382,1.2408
2004-07-13,1.2408,1.2408,1.2299,1.2334
2004-07-14,1.2332,1.2418,1.2316,1.2383
2004-07-15,1.2381,1.2387,1.2325,1.2354
2004-07-16,1.2353,1.2457,1.2328,1.2451
2004-07-19,1.2446,1.246,1.2398,1.2441
2004-07-20,1.244,1.2452,1.2302,1.2326
2004-07-21,1.2325,1.2349,1.221,1.2275
2004-07-22,1.2275,1.2291,1.2232,1.2252
2004-07-23,1.2252,1.2265,1.2086,1.209
2004-07-26,1.21,1.2169,1.2088,1.2144
2004-07-27,1.2141,1.2187,1.2035,1.2054
2004-07-28,1.2056,1.2076,1.1998,1.2053
2004-07-29,1.2051,1.2094,1.199,1.2038
2004-07-30,1.2041,1.2117,1.2,1.2021
2004-08-02,1.2067,1.2091,1.2019,1.2021
2004-08-03,1.2021,1.2074,1.1993,1.2047
2004-08-04,1.2045,1.2066,1.1969,1.2048
2004-08-05,1.2048,1.2072,1.202,1.2054
2004-08-06,1.2055,1.2288,1.2043,1.2277
2004-08-09,1.2284,1.2287,1.2244,1.2266
2004-08-10,1.2265,1.2316,1.222,1.2226
2004-08-11,1.2227,1.2245,1.2196,1.222
2004-08-12,1.2221,1.2289,1.2214,1.2247
2004-08-13,1.2248,1.2373,1.2178,1.2372
2004-08-16,1.2374,1.2379,1.2316,1.2353
2004-08-17,1.2356,1.2385,1.231,1.2349
2004-08-18,1.2352,1.2363,1.2286,1.2333
2004-08-19,1.2334,1.2377,1.2332,1.2367
2004-08-20,1.2368,1.2379,1.2278,1.2316
2004-08-23,1.2309,1.2314,1.2131,1.2137
2004-08-24,1.2138,1.2165,1.2061,1.2081
2004-08-25,1.2077,1.2113,1.2051,1.2085
2004-08-26,1.2088,1.2116,1.2043,1.2103
2004-08-27,1.2104,1.2133,1.2004,1.2009
2004-08-30,1.201,1.2067,1.1986,1.205
2004-08-31,1.2052,1.2192,1.2042,1.218
2004-09-01,1.2178,1.2217,1.2145,1.2191
2004-09-02,1.219,1.2198,1.214,1.2166
2004-09-03,1.2166,1.219,1.204,1.2057
2004-09-06,1.2061,1.2078,1.2047,1.2063
2004-09-07,1.2065,1.211,1.2054,1.2102
2004-09-08,1.2105,1.2189,1.2025,1.2182
2004-09-09,1.2177,1.2235,1.2158,1.223
2004-09-10,1.2232,1.2307,1.2196,1.2259
2004-09-13,1.2268,1.2285,1.2221,1.2257
2004-09-14,1.2258,1.2294,1.2224,1.2244
2004-09-15,1.2246,1.2258,1.2133,1.215
2004-09-16,1.2149,1.2195,1.212,1.2183
2004-09-17,1.2187,1.2221,1.2156,1.2186
2004-09-20,1.2173,1.2178,1.2123,1.217
2004-09-21,1.2171,1.2344,1.2166,1.2328
2004-09-22,1.2329,1.2329,1.2225,1.2262
2004-09-23,1.2261,1.2331,1.2253,1.2264
2004-09-24,1.2263,1.2359,1.2236,1.227
2004-09-27,1.228,1.2312,1.2248,1.2297
2004-09-28,1.2296,1.2346,1.2279,1.2323
2004-09-29,1.2323,1.2337,1.2289,1.2329
2004-09-30,1.233,1.2441,1.2313,1.2428
2004-10-01,1.2428,1.2436,1.2384,1.2414
2004-10-04,1.2395,1.2397,1.2255,1.2284
2004-10-05,1.2286,1.2327,1.2262,1.2308
2004-10-06,1.231,1.2321,1.2246,1.2282
2004-10-07,1.228,1.2312,1.2272,1.2284
2004-10-08,1.2285,1.2431,1.2284,1.2409
2004-10-11,1.2417,1.2421,1.237,1.2383
2004-10-12,1.2382,1.2389,1.2288,1.2306
2004-10-13,1.2322,1.2354,1.2227,1.2338
2004-10-14,1.2336,1.2417,1.2321,1.2381
2004-10-15,1.2382,1.2502,1.2379,1.2466
2004-10-18,1.2477,1.2532,1.246,1.2489
2004-10-19,1.249,1.2525,1.2451,1.2515
2004-10-20,1.2514,1.2626,1.2497,1.2577
2004-10-21,1.2579,1.265,1.2571,1.261
2004-10-22,1.2609,1.2684,1.2597,1.2681
2004-10-25,1.2715,1.2827,1.271,1.2803
2004-10-26,1.2803,1.284,1.2726,1.2744
2004-10-27,1.2748,1.281,1.2694,1.2698
2004-10-28,1.2697,1.2762,1.2635,1.274
2004-10-29,1.2742,1.2796,1.2705,1.2792
2004-11-01,1.2814,1.283,1.2717,1.2749
2004-11-02,1.2752,1.2753,1.2664,1.2736
2004-11-03,1.274,1.2829,1.2656,1.2819
2004-11-04,1.2824,1.2895,1.279,1.2867
2004-11-05,1.287,1.2978,1.277,1.2973
2004-11-08,1.2969,1.2986,1.2905,1.2909
2004-11-09,1.2909,1.2938,1.2883,1.2897
2004-11-10,1.2895,1.2996,1.2847,1.2888
2004-11-11,1.2887,1.2918,1.2857,1.2903
2004-11-12,1.2906,1.2987,1.2876,1.2965
2004-11-15,1.2968,1.2997,1.2915,1.2952
2004-11-16,1.2932,1.2993,1.292,1.2954
2004-11-17,1.2953,1.3045,1.2949,1.3033
2004-11-18,1.3034,1.3073,1.2939,1.2942
2004-11-19,1.2939,1.3066,1.2937,1.3032
2004-11-22,1.303,1.3051,1.3013,1.3038
2004-11-23,1.304,1.3101,1.2975,1.3083
2004-11-24,1.3085,1.3188,1.3079,1.3184
2004-11-25,1.3185,1.3284,1.3161,1.327
2004-11-26,1.3273,1.3328,1.3185,1.3285
2004-11-29,1.3279,1.3303,1.3229,1.3267
2004-11-30,1.3268,1.3328,1.3231,1.3284
2004-12-01,1.3286,1.3357,1.3276,1.3337
2004-12-02,1.3337,1.3382,1.3239,1.3264
2004-12-03,1.3264,1.3459,1.3253,1.3454
2004-12-06,1.3444,1.3454,1.339,1.3403
2004-12-07,1.3402,1.3468,1.3389,1.3424
2004-12-08,1.3423,1.3433,1.3198,1.335
2004-12-09,1.3352,1.3357,1.3252,1.3308
2004-12-10,1.3306,1.3316,1.3144,1.3211
2004-12-13,1.3196,1.3325,1.3194,1.3312
2004-12-14,1.3313,1.3333,1.326,1.3289
2004-12-15,1.3288,1.3443,1.326,1.3397
2004-12-16,1.3397,1.3428,1.3202,1.3252
2004-12-17,1.3261,1.332,1.3225,1.3315
2004-12-20,1.3333,1.3408,1.3296,1.3393
2004-12-21,1.3396,1.3407,1.3351,1.3361
2004-12-22,1.3363,1.3403,1.3343,1.3387
2004-12-23,1.3387,1.3516,1.338,1.3503
2004-12-24,1.3504,1.3546,1.3483,1.3533
2004-12-27,1.3524,1.3639,1.3514,1.3615
2004-12-28,1.3619,1.3642,1.3588,1.361
2004-12-29,1.3611,1.3645,1.3556,1.3609
2004-12-30,1.3608,1.3664,1.3574,1.363
2004-12-31,1.3632,1.366,1.3512,1.3561
2005-01-03,1.356,1.358,1.3385,1.3464
2005-01-04,1.3465,1.3492,1.325,1.3269
2005-01-05,1.3268,1.33,1.3213,1.3271
2005-01-06,1.3271,1.3281,1.3159,1.3182
2005-01-07,1.318,1.3248,1.3025,1.3056
2005-01-10,1.3054,1.312,1.3052,1.3099
2005-01-11,1.3101,1.317,1.31,1.3117
2005-01-12,1.3118,1.3291,1.3081,1.3249
2005-01-13,1.3248,1.3264,1.3192,1.3212
2005-01-14,1.3212,1.3214,1.3054,1.3095
2005-01-17,1.3106,1.3126,1.3041,1.305
2005-01-18,1.3045,1.3072,1.2993,1.3015
2005-01-19,1.3016,1.3118,1.2963,1.3007
2005-01-20,1.3006,1.303,1.2922,1.2954
2005-01-21,1.2954,1.3065,1.2931,1.3006
2005-01-24,1.3038,1.3097,1.3026,1.3042
2005-01-25,1.3042,1.3074,1.2946,1.2971
2005-01-26,1.2973,1.3105,1.2963,1.307
2005-01-27,1.3072,1.3123,1.301,1.3037
2005-01-28,1.3039,1.3078,1.2983,1.3042
2005-01-31,1.3011,1.3056,1.2974,1.3047
2005-02-01,1.3043,1.3064,1.2999,1.3041
2005-02-02,1.3042,1.3092,1.3009,1.3031
2005-02-03,1.303,1.3036,1.294,1.2976
2005-02-04,1.2974,1.3035,1.2862,1.2862
2005-02-07,1.2853,1.2863,1.2732,1.275
2005-02-08,1.2751,1.2796,1.2731,1.2762
2005-02-09,1.276,1.2812,1.2738,1.281
2005-02-10,1.2811,1.2903,1.2739,1.2874
2005-02-11,1.2875,1.2895,1.2844,1.285
2005-02-14,1.2882,1.2988,1.2876,1.2971
2005-02-15,1.2971,1.305,1.2952,1.3018
2005-02-16,1.3016,1.3062,1.2958,1.3026
2005-02-17,1.3024,1.3088,1.3014,1.3071
2005-02-18,1.3074,1.3081,1.3013,1.3069
2005-02-21,1.3053,1.3077,1.3031,1.3057
2005-02-22,1.3058,1.3267,1.3053,1.3254
2005-02-23,1.3252,1.3273,1.3184,1.3209
2005-02-24,1.3205,1.3268,1.3175,1.319
2005-02-25,1.3193,1.3249,1.3144,1.3241
2005-02-28,1.3239,1.3278,1.3213,1.3216
2005-03-01,1.3214,1.3223,1.3167,1.3183
2005-03-02,1.3185,1.3186,1.3086,1.3134
2005-03-03,1.3134,1.3163,1.3096,1.3106
2005-03-04,1.3105,1.3252,1.3094,1.3242
2005-03-07,1.3237,1.3244,1.3179,1.3214
2005-03-08,1.3215,1.3361,1.3206,1.335
2005-03-09,1.3352,1.3421,1.3329,1.3389
2005-03-10,1.3387,1.3452,1.3368,1.3406
2005-03-11,1.3406,1.3477,1.3399,1.3468
2005-03-14,1.3461,1.3476,1.3334,1.3364
2005-03-15,1.3365,1.3406,1.3295,1.3309
2005-03-16,1.3308,1.3438,1.3289,1.3416
2005-03-17,1.3415,1.3418,1.3342,1.3376
2005-03-18,1.3377,1.3384,1.3264,1.3318
2005-03-21,1.3308,1.3316,1.3139,1.3165
2005-03-22,1.3164,1.3221,1.3054,1.3082
2005-03-23,1.3083,1.3086,1.2959,1.2987
2005-03-24,1.2986,1.3031,1.2932,1.2942
2005-03-25,1.294,1.2968,1.2927,1.2951
2005-03-28,1.296,1.296,1.2856,1.2894
2005-03-29,1.2895,1.2954,1.2876,1.2922
2005-03-30,1.2921,1.2982,1.291,1.2913
2005-03-31,1.2914,1.3017,1.291,1.2962
2005-04-01,1.2963,1.3045,1.2872,1.2906
2005-04-04,1.2882,1.2903,1.2818,1.2851
2005-04-05,1.2852,1.2877,1.2799,1.2853
2005-04-06,1.2851,1.2908,1.2838,1.2869
2005-04-07,1.287,1.2937,1.2844,1.2849
2005-04-08,1.2848,1.294,1.2809,1.2931
2005-04-11,1.2926,1.3001,1.2906,1.2969
2005-04-12,1.2968,1.3012,1.2861,1.2917
2005-04-13,1.2916,1.2952,1.285,1.2918
2005-04-14,1.2919,1.292,1.2766,1.2801
2005-04-15,1.2799,1.2937,1.2778,1.2898
2005-04-18,1.2914,1.3043,1.2875,1.3025
2005-04-19,1.3026,1.3076,1.2981,1.3056
2005-04-20,1.3055,1.3102,1.2991,1.3085
2005-04-21,1.3086,1.3121,1.3024,1.3046
2005-04-22,1.3047,1.3091,1.302,1.306
2005-04-25,1.3056,1.3057,1.2953,1.2989
2005-04-26,1.2988,1.3013,1.2946,1.2991
2005-04-27,1.299,1.2991,1.2904,1.2923
2005-04-28,1.2924,1.2942,1.2881,1.2901
2005-04-29,1.29,1.2978,1.2852,1.2873
2005-05-02,1.286,1.2873,1.2836,1.2851
2005-05-03,1.2852,1.2912,1.2829,1.2872
2005-05-04,1.2871,1.2971,1.2868,1.2952
2005-05-05,1.2954,1.2987,1.2924,1.2954
2005-05-06,1.2955,1.2963,1.2809,1.2835
2005-05-09,1.2815,1.2875,1.279,1.2863
2005-05-10,1.2864,1.2888,1.2814,1.2877
2005-05-11,1.2876,1.2911,1.2777,1.2805
2005-05-12,1.2804,1.2814,1.2666,1.2675
2005-05-13,1.2676,1.269,1.2607,1.2608
2005-05-16,1.2623,1.2648,1.258,1.2631
2005-05-17,1.2632,1.2663,1.2593,1.2608
2005-05-18,1.2607,1.2688,1.2584,1.2674
2005-05-19,1.2675,1.2689,1.2607,1.2635
2005-05-20,1.2637,1.2652,1.2535,1.2549
2005-05-23,1.2541,1.2594,1.2534,1.2566
2005-05-24,1.2569,1.2628,1.2554,1.2576
2005-05-25,1.2575,1.2618,1.255,1.2601
2005-05-26,1.26,1.2613,1.2493,1.2512
2005-05-27,1.251,1.2595,1.2505,1.2577
2005-05-30,1.2535,1.2545,1.2461,1.2473
2005-05-31,1.2471,1.2485,1.2295,1.2307
2005-06-01,1.2306,1.2339,1.2158,1.2204
2005-06-02,1.2203,1.2295,1.2181,1.2274
2005-06-03,1.2275,1.2317,1.2203,1.2225
2005-06-06,1.2226,1.2292,1.2218,1.2258
2005-06-07,1.2256,1.2312,1.2239,1.2281
2005-06-08,1.2283,1.2349,1.2209,1.2232
2005-06-09,1.2233,1.2248,1.2176,1.2225
2005-06-10,1.2221,1.2248,1.2107,1.2131
2005-06-13,1.2109,1.212,1.2028,1.2111
2005-06-14,1.2112,1.215,1.2021,1.2028
2005-06-15,1.2029,1.213,1.2015,1.2124
2005-06-16,1.2122,1.2165,1.2056,1.2106
2005-06-17,1.2102,1.2288,1.209,1.228
2005-06-20,1.2186,1.2239,1.2123,1.2154
2005-06-21,1.2153,1.2186,1.2069,1.2174
2005-06-22,1.2173,1.2201,1.2096,1.2128
2005-06-23,1.2129,1.2141,1.2017,1.203
2005-06-24,1.2029,1.2106,1.1987,1.2093
2005-06-27,1.2098,1.2184,1.2091,1.217
2005-06-28,1.2169,1.2173,1.2049,1.2064
2005-06-29,1.2065,1.211,1.2014,1.2069
2005-06-30,1.2068,1.2116,1.2041,1.2092
2005-07-01,1.2093,1.21,1.1935,1.1936
2005-07-04,1.1929,1.1948,1.1889,1.1896
2005-07-05,1.1895,1.1939,1.1867,1.1916
2005-07-06,1.1917,1.1951,1.1891,1.1932
2005-07-07,1.1931,1.2037,1.1908,1.1949
2005-07-08,1.1951,1.1986,1.1872,1.197
2005-07-11,1.1963,1.2084,1.1956,1.2073
2005-07-12,1.2074,1.2253,1.2049,1.2239
2005-07-13,1.2237,1.2238,1.2072,1.208
2005-07-14,1.2081,1.2124,1.2056,1.2081
2005-07-15,1.2082,1.2136,1.2022,1.2042
2005-07-18,1.2021,1.2088,1.2021,1.2049
2005-07-19,1.2048,1.2063,1.1954,1.2029
2005-07-20,1.2032,1.2183,1.1997,1.2149
2005-07-21,1.2148,1.2248,1.2099,1.2163
2005-07-22,1.2164,1.2188,1.2054,1.2065
2005-07-25,1.2054,1.2086,1.2027,1.2068
2005-07-26,1.2067,1.2068,1.198,1.2023
2005-07-27,1.2022,1.2083,1.1964,1.2061
2005-07-28,1.206,1.2148,1.2034,1.2124
2005-07-29,1.2125,1.2158,1.2075,1.2134
2005-08-01,1.2123,1.2246,1.2118,1.2174
2005-08-02,1.2173,1.2247,1.2171,1.2195
2005-08-03,1.2194,1.2343,1.2149,1.2331
2005-08-04,1.2332,1.24,1.2302,1.2385
2005-08-05,1.2384,1.2394,1.2311,1.2371
2005-08-08,1.2335,1.2388,1.2314,1.2346
2005-08-09,1.2347,1.2414,1.233,1.2376
2005-08-10,1.2377,1.2424,1.2335,1.2387
2005-08-11,1.2388,1.2475,1.2377,1.2469
2005-08-12,1.2467,1.2484,1.2384,1.2435
2005-08-15,1.2452,1.2456,1.2344,1.2367
2005-08-16,1.2366,1.2372,1.2295,1.2353
2005-08-17,1.2354,1.2367,1.226,1.2274
2005-08-18,1.2275,1.2293,1.2156,1.2175
2005-08-19,1.2174,1.2193,1.2127,1.2151
2005-08-22,1.2164,1.2242,1.2156,1.2222
2005-08-23,1.2224,1.2251,1.219,1.2229
2005-08-24,1.2228,1.2278,1.2161,1.227
2005-08-25,1.2269,1.2326,1.2256,1.2296
2005-08-26,1.2297,1.234,1.2271,1.2278
2005-08-29,1.2282,1.2344,1.2216,1.2223
2005-08-30,1.2222,1.2237,1.2171,1.2217
2005-08-31,1.2216,1.2355,1.2187,1.234
2005-09-01,1.2339,1.252,1.2326,1.2493
2005-09-02,1.2492,1.2588,1.2466,1.2529
2005-09-05,1.2528,1.2584,1.2511,1.2542
2005-09-06,1.254,1.2542,1.2441,1.2463
2005-09-07,1.2465,1.2534,1.2405,1.241
2005-09-08,1.2411,1.245,1.2381,1.2394
2005-09-09,1.2395,1.2456,1.2376,1.241
2005-09-12,1.2401,1.2413,1.2269,1.2274
2005-09-13,1.2276,1.2314,1.2243,1.2268
2005-09-14,1.2269,1.2325,1.2255,1.2281
2005-09-15,1.2282,1.2284,1.2193,1.2221
2005-09-16,1.222,1.2307,1.2198,1.2237
2005-09-19,1.2161,1.2173,1.2099,1.2134
2005-09-20,1.2135,1.2189,1.211,1.2116
2005-09-21,1.2118,1.2237,1.2109,1.2223
2005-09-22,1.2222,1.2267,1.2131,1.2147
2005-09-23,1.2146,1.2163,1.2037,1.2041
2005-09-26,1.2028,1.208,1.2008,1.207
2005-09-27,1.2066,1.2079,1.1977,1.2016
2005-09-28,1.2015,1.2052,1.1989,1.2043
2005-09-29,1.2042,1.2074,1.2003,1.2033
2005-09-30,1.2034,1.2089,1.1996,1.2025
2005-10-03,1.2021,1.203,1.19,1.1917
2005-10-04,1.1918,1.1947,1.19,1.1918
2005-10-05,1.1919,1.2006,1.1913,1.2006
2005-10-06,1.2005,1.2203,1.1991,1.2181
2005-10-07,1.218,1.2181,1.2095,1.2127
2005-10-10,1.2115,1.2151,1.2038,1.2066
2005-10-11,1.2065,1.2066,1.1975,1.199
2005-10-12,1.1988,1.2049,1.1951,1.2026
2005-10-13,1.2025,1.2036,1.1911,1.2025
2005-10-14,1.2026,1.2105,1.1977,1.2072
2005-10-17,1.2086,1.2119,1.2009,1.2016
2005-10-18,1.2018,1.2019,1.1914,1.1965
2005-10-19,1.1964,1.2002,1.1874,1.1995
2005-10-20,1.1994,1.2023,1.1948,1.2018
2005-10-21,1.2017,1.2075,1.1926,1.1951
2005-10-24,1.1942,1.2019,1.192,1.1977
2005-10-25,1.1978,1.2116,1.1936,1.211
2005-10-26,1.2109,1.2135,1.2048,1.2057
2005-10-27,1.2056,1.2172,1.2041,1.2138
2005-10-28,1.2137,1.217,1.205,1.2067
2005-10-31,1.2064,1.2088,1.1966,1.1982
2005-11-01,1.1981,1.204,1.1972,1.2032
2005-11-02,1.2033,1.2083,1.1987,1.2073
2005-11-03,1.2072,1.2078,1.1933,1.1941
2005-11-04,1.194,1.1991,1.1804,1.1811
2005-11-07,1.1799,1.1832,1.1774,1.1788
2005-11-08,1.1787,1.1797,1.1709,1.1779
2005-11-09,1.1778,1.1788,1.172,1.1768
2005-11-10,1.1767,1.1794,1.1678,1.1689
2005-11-11,1.169,1.1731,1.1669,1.1727
2005-11-14,1.1718,1.1772,1.1659,1.1692
2005-11-15,1.1691,1.1727,1.1641,1.1719
2005-11-16,1.1718,1.1737,1.1645,1.167
2005-11-17,1.1671,1.1761,1.1641,1.1741
2005-11-18,1.1742,1.1793,1.1664,1.1772
2005-11-21,1.1775,1.1837,1.1716,1.1724
2005-11-22,1.1722,1.1822,1.1686,1.1819
2005-11-23,1.182,1.1857,1.1761,1.181
2005-11-24,1.1809,1.1824,1.177,1.1779
2005-11-25,1.1778,1.1783,1.1707,1.1721
2005-11-28,1.17,1.1899,1.1679,1.1846
2005-11-29,1.1845,1.1861,1.1739,1.1765
2005-11-30,1.1764,1.1801,1.1753,1.1789
2005-12-01,1.1788,1.1801,1.1688,1.1738
2005-12-02,1.1739,1.1745,1.1661,1.1714
2005-12-05,1.1697,1.1819,1.1686,1.1791
2005-12-06,1.1792,1.1804,1.1755,1.178
2005-12-07,1.1779,1.1801,1.1704,1.171
2005-12-08,1.1711,1.1847,1.1703,1.1815
2005-12-09,1.1816,1.1836,1.1765,1.1812
2005-12-12,1.1783,1.1981,1.1783,1.1953
2005-12-13,1.1952,1.1983,1.1907,1.1934
2005-12-14,1.1935,1.2059,1.1934,1.1992
2005-12-15,1.1993,1.2039,1.1933,1.1969
2005-12-16,1.197,1.2019,1.1935,1.2012
2005-12-19,1.2027,1.2038,1.1975,1.2
2005-12-20,1.1996,1.2012,1.1838,1.1863
2005-12-21,1.1861,1.1911,1.18,1.1833
2005-12-22,1.1828,1.1895,1.181,1.1872
2005-12-23,1.1869,1.1884,1.1832,1.1872
2005-12-26,1.1858,1.1873,1.183,1.1845
2005-12-27,1.1846,1.1873,1.1825,1.1828
2005-12-28,1.1827,1.1929,1.1812,1.1836
2005-12-29,1.1835,1.1879,1.1817,1.184
2005-12-30,1.1839,1.1887,1.1776,1.1846
2006-01-02,1.1836,1.1864,1.1811,1.1819
2006-01-03,1.1818,1.203,1.1811,1.2013
2006-01-04,1.2014,1.2144,1.2013,1.2107
2006-01-05,1.2106,1.2119,1.2067,1.2095
2006-01-06,1.2097,1.2174,1.2076,1.215
2006-01-09,1.2138,1.2152,1.2054,1.2079
2006-01-10,1.2081,1.2108,1.2036,1.2058
2006-01-11,1.2059,1.2143,1.2044,1.2138
2006-01-12,1.2139,1.216,1.2007,1.2032
2006-01-13,1.2031,1.2143,1.2029,1.2143
2006-01-16,1.2152,1.2173,1.2103,1.2112
2006-01-17,1.2114,1.214,1.205,1.2115
2006-01-18,1.2114,1.2153,1.2072,1.2117
2006-01-19,1.2118,1.2123,1.2055,1.2089
2006-01-20,1.209,1.2141,1.204,1.2132
2006-01-23,1.214,1.231,1.214,1.2295
2006-01-24,1.2296,1.232,1.2257,1.2267
2006-01-25,1.2269,1.2322,1.2234,1.2241
2006-01-26,1.2242,1.2268,1.2198,1.2203
2006-01-27,1.2205,1.2233,1.2086,1.2091
